Date,SPY
2004-03-18,113.269997
2004-03-19,112.57
2004-03-22,110.57
2004-03-23,110.400002
2004-03-24,110.139999
2004-03-25,111.300003
2004-03-26,111.790001
2004-03-29,112.739998
2004-03-30,113.07
2004-03-31,113.400002
2004-04-01,113.870003
2004-04-02,114.839996
2004-04-05,115.379997
2004-04-06,115.18
2004-04-07,114.980003
2004-04-08,115.410004
2004-04-12,115.08000200000001
2004-04-13,115.300003
2004-04-14,113.639999
2004-04-15,113.779999
2004-04-16,114.050003
2004-04-19,113.989998
2004-04-20,114.32
2004-04-21,112.949997
2004-04-22,114.66999799999999
2004-04-23,114.57
2004-04-26,114.940002
2004-04-27,115.120003
2004-04-28,114.010002
2004-04-29,113.32
2004-04-30,112.379997
2004-05-03,112.290001
2004-05-04,113.260002
2004-05-05,112.959999
2004-05-06,112.589996
2004-05-07,112.230003
2004-05-10,109.75
2004-05-11,110.050003
2004-05-12,110.540001
2004-05-13,110.809998
2004-05-14,110.739998
2004-05-17,109.5
2004-05-18,109.940002
2004-05-19,111.18
2004-05-20,109.870003
2004-05-21,110.550003
2004-05-24,110.760002
2004-05-25,111.980003
2004-05-26,112.290001
2004-05-27,113.029999
2004-05-28,112.879997
2004-06-01,112.860001
2004-06-02,113.480003
2004-06-03,113.190002
2004-06-04,113.58000200000001
2004-06-07,114.809998
2004-06-08,114.91999799999999
2004-06-09,114.699997
2004-06-10,114.349998
2004-06-14,113.849998
2004-06-15,114.449997
2004-06-16,114.199997
2004-06-17,114.07
2004-06-18,114.220001
2004-06-21,114.139999
2004-06-22,113.879997
2004-06-23,114.839996
2004-06-24,114.93
2004-06-25,114.940002
2004-06-28,114.610001
2004-06-29,114.16999799999999
2004-06-30,114.790001
2004-07-01,114.400002
2004-07-02,113.290001
2004-07-06,112.449997
2004-07-07,112.57
2004-07-08,112.32
2004-07-09,111.940002
2004-07-12,112.040001
2004-07-13,112.019997
2004-07-14,112.389999
2004-07-15,111.910004
2004-07-16,111.66999799999999
2004-07-19,110.959999
2004-07-20,111.900002
2004-07-21,112.059998
2004-07-22,110.389999
2004-07-23,109.709999
2004-07-26,109.43
2004-07-27,110.110001
2004-07-28,110.370003
2004-07-29,110.870003
2004-07-30,110.900002
2004-08-02,111.360001
2004-08-03,111.059998
2004-08-04,110.75
